transaction_id,card_id,merchant_id,transaction_amount,transaction_datetime,transaction_location,transaction_status,is_fraud
112478,317,66,77.79,2025-02-05 01:53:56,Sumqayıt,Approved,0
112479,836,137,57.71,2025-08-29 05:17:09,Bakı,Approved,0
112480,2975,265,266.47,2024-12-22 11:26:01,Bakı,Approved,0
112481,587,139,25.85,2025-03-20 15:12:15,Bakı,Approved,0
112482,1818,183,223.29,2025-01-19 06:45:42,Lənkəran,Approved,0
112483,244,398,294.86,2024-10-05 05:01:16,Bakı,Approved,0
112484,2885,85,15.61,2024-10-07 18:24:14,Bakı,Approved,0
112485,2009,84,280.8,2024-12-14 01:44:02,Bakı,Approved,0
112486,2918,56,81.82,2025-02-06 04:42:08,Sumqayıt,Approved,0
112487,2666,158,2428.76,2025-07-11 22:29:06,Bakı,Approved,0
112488,1783,192,239.69,2025-03-06 20:40:40,Bakı,Approved,0
112489,944,104,146.13,2024-10-11 01:09:28,Bakı,Approved,0
112490,1628,17,27.56,2024-11-21 08:51:42,Gəncə,Approved,0
112491,1192,360,298.95,2025-07-12 19:07:06,Bakı,Approved,0
112492,2968,259,2268.11,2025-03-07 04:03:00,Sumqayıt,Approved,0
112493,1211,116,134.01,2025-08-06 04:18:12,Bakı,Approved,0
112494,2428,30,202.16,2025-08-08 20:18:25,Bakı,Approved,0
112495,2243,20,182.21,2024-11-17 05:06:37,Lənkəran,Approved,0
112496,857,29,261.38,2025-06-12 17:38:10,Naxçıvan,Approved,0
112497,1852,338,158.68,2025-03-30 05:06:05,Bakı,Declined,0
112498,2284,160,308.46,2024-11-24 13:11:25,Naxçıvan,Approved,0
112499,1221,108,35.58,2025-04-02 06:41:16,Mingəçevir,Approved,0
112500,2507,94,1.16,2025-06-08 07:26:14,Bakı,Declined,0
112501,1342,106,263.15,2025-03-16 03:49:23,Bakı,Approved,0
112502,3020,285,141.92,2025-08-24 08:37:20,Bakı,Approved,0
112503,2003,310,2314.82,2025-06-08 20:10:16,Bakı,Declined,0
112504,1140,183,70.57,2025-08-26 08:59:09,Sumqayıt,Approved,0
112505,226,276,179.67,2024-10-30 05:07:37,Bakı,Approved,0
112506,2418,80,129.59,2025-03-18 13:59:16,Şirvan,Approved,0
112507,219,378,182.47,2025-05-28 14:45:51,Gəncə,Approved,0
112508,2821,280,117.41,2024-11-11 02:43:55,Bakı,Approved,0
112509,720,392,29.12,2025-09-14 14:50:33,Sumqayıt,Approved,0
112510,2585,347,39.03,2025-04-05 11:00:55,Bakı,Approved,0
112511,797,340,137.24,2025-01-16 15:52:17,Bakı,Approved,0
112512,2702,193,284.05,2025-09-26 12:22:52,Bakı,Approved,0
112513,1142,343,205.1,2025-03-13 05:30:54,Bakı,Approved,0
112514,1878,350,270.67,2024-11-20 07:38:34,Bakı,Approved,0
112515,2597,110,29.52,2025-02-22 17:33:24,Sumqayıt,Approved,0
112516,2217,136,27.72,2024-12-17 08:46:48,Bakı,Approved,0
112517,1355,14,205.97,2025-06-07 14:02:32,Şirvan,Approved,0
112518,1652,13,24.52,2024-11-13 19:13:35,Gəncə,Approved,0
112519,2936,335,54.73,2024-12-12 19:13:35,Bakı,Approved,0
112520,968,188,135.2,2025-05-20 12:36:29,Bakı,Approved,0
112521,278,26,244.02,2025-04-01 00:11:29,Gəncə,Approved,0
112522,2737,31,284.66,2025-04-09 12:13:00,Bakı,Approved,0
112523,2234,173,103.99,2025-04-21 20:45:51,Bakı,Approved,0
112524,464,368,71.44,2025-06-12 12:22:38,Bakı,Approved,0
112525,2301,333,145.26,2025-01-05 03:36:54,Mingəçevir,Approved,0
112526,620,21,46.17,2025-04-16 12:01:47,Quba,Approved,0
112527,1833,389,67.36,2025-07-05 12:49:08,Bakı,Approved,0
112528,1653,322,132.74,2025-07-28 13:22:47,Naxçıvan,Approved,0
112529,1094,216,122.11,2025-05-14 19:17:02,Bakı,Approved,0
112530,341,1,72.26,2025-06-11 08:42:08,Sumqayıt,Approved,0
112531,2507,23,66.73,2025-01-14 11:24:58,Bakı,Approved,0
112532,1280,229,42.37,2025-06-19 01:21:07,Bakı,Approved,0
112533,2215,88,33.06,2025-05-22 05:18:13,Bakı,Approved,0
112534,820,335,138.15,2024-11-17 03:12:46,Sumqayıt,Approved,0
112535,1828,314,190.41,2025-04-18 18:17:30,Bakı,Declined,0
112536,2478,327,79.07,2025-01-22 05:59:55,Bakı,Approved,0
112537,100,193,148.95,2025-03-17 03:47:04,Bakı,Approved,0
112538,246,192,153.29,2025-05-17 04:41:17,Bakı,Approved,0
112539,1498,8,59.94,2025-06-29 23:15:42,Quba,Approved,0
112540,1683,293,170.39,2025-04-07 11:08:11,Bakı,Declined,0
112541,1394,65,126.33,2025-08-25 18:19:34,Şirvan,Approved,0
112542,2853,356,18.74,2024-11-09 10:54:44,Bakı,Approved,0
112543,180,130,187.32,2024-11-15 05:51:27,Bakı,Declined,0
112544,270,394,1237.25,2025-09-14 15:59:20,Bakı,Approved,0
112545,1748,357,23.59,2025-08-30 07:59:32,Gəncə,Approved,0
112546,2733,178,260.65,2025-06-02 07:46:55,Bakı,Declined,0
112547,1925,224,59.87,2025-07-04 07:54:32,Bakı,Approved,0
112548,1371,150,246.97,2025-09-02 00:20:11,Bakı,Approved,0
112549,443,127,255.85,2025-07-16 07:44:06,Gəncə,Approved,0
112550,2046,9,174.83,2025-07-30 13:53:51,Bakı,Approved,0
112551,176,193,251.02,2025-08-04 02:23:59,Lənkəran,Approved,0
112552,1923,193,149.43,2025-09-05 03:21:27,Bakı,Approved,0
112553,1293,245,188.84,2024-11-21 19:33:30,Bakı,Approved,0
112554,835,63,261.59,2025-09-14 14:40:40,Bakı,Approved,0
112555,872,53,213.87,2025-07-14 10:37:09,Bakı,Declined,0
112556,1587,64,287.27,2025-05-18 22:07:10,Bakı,Approved,0
112557,2712,279,67.32,2025-02-21 04:04:16,Gəncə,Approved,0
112558,1124,324,132.75,2024-12-28 01:55:05,Bakı,Approved,0
112559,1285,394,3297.37,2025-06-17 10:50:29,Bakı,Declined,0
112560,2018,70,14.33,2025-01-17 07:27:20,Bakı,Approved,0
112561,1074,62,178.31,2025-01-05 23:05:01,Bakı,Approved,0
112562,2257,8,161.4,2025-08-06 20:24:40,Naxçıvan,Approved,0
112563,481,230,101.98,2024-11-09 01:20:51,Bakı,Approved,0
112564,2861,195,92.65,2025-02-02 21:37:41,Bakı,Approved,0
112565,29,159,26.82,2025-02-05 20:41:23,Bakı,Approved,0
112566,322,1,141.36,2025-09-02 19:40:14,Şirvan,Approved,0
112567,454,290,105.96,2024-12-28 21:09:08,Gəncə,Approved,0
112568,2395,56,150.73,2024-10-07 12:02:41,Lənkəran,Approved,0
112569,2559,205,111.02,2025-08-18 12:51:48,Bakı,Approved,0
112570,2544,376,20.03,2025-06-02 21:44:31,Bakı,Approved,0
112571,1705,297,4.87,2025-01-12 04:17:39,Gəncə,Approved,0
112572,730,360,16.87,2025-05-02 08:46:13,Bakı,Approved,0
112573,2388,383,168.85,2025-07-09 00:56:26,Şirvan,Approved,0
112574,2436,193,135.19,2025-03-20 18:57:01,Quba,Approved,0
112575,1722,340,93.94,2024-11-21 12:06:53,Bakı,Approved,0
112576,1891,390,89.83,2025-01-05 11:38:42,Sumqayıt,Declined,0
112577,224,295,293.07,2025-09-26 14:19:36,Bakı,Approved,0
112578,2824,17,18.74,2025-06-14 18:21:29,Bakı,Approved,0
112579,1307,13,222.72,2025-07-08 10:28:16,Bakı,Approved,0
112580,76,66,138.52,2025-09-07 04:30:34,Bakı,Approved,0
112581,958,174,275.46,2025-05-31 00:08:29,Bakı,Approved,0
112582,2022,392,13.76,2024-12-11 11:26:46,Lənkəran,Approved,0
112583,2699,212,112.05,2025-04-11 04:09:24,Bakı,Approved,0
112584,1225,271,107.48,2024-11-26 06:02:03,Gəncə,Approved,0
112585,541,106,89.63,2024-10-31 11:40:16,Bakı,Approved,0
112586,1155,346,15.89,2024-10-05 22:52:20,Bakı,Approved,0
112587,1289,388,3395.66,2024-11-12 01:43:33,Bakı,Approved,0
112588,1080,292,276.35,2025-07-14 23:16:46,Sumqayıt,Approved,0
112589,2966,120,92.31,2025-04-16 14:30:47,Bakı,Approved,0
112590,1302,347,74.17,2025-08-15 18:28:46,Bakı,Approved,0
112591,2423,194,189.31,2025-07-10 14:33:37,Gəncə,Approved,0
112592,504,176,1289.15,2025-07-02 00:01:30,Mingəçevir,Approved,0
112593,2032,96,40.26,2024-11-15 03:47:53,Bakı,Approved,0
112594,372,144,16.47,2025-07-27 21:12:33,Lənkəran,Approved,0
112595,2616,60,240.36,2024-10-04 06:15:28,Bakı,Approved,0
112596,2353,304,109.67,2024-11-12 22:49:21,Sumqayıt,Approved,0
112597,657,234,239.01,2025-07-12 04:03:47,Bakı,Approved,0
112598,274,92,4.65,2025-07-31 17:29:14,Bakı,Approved,0
112599,1363,212,155.82,2024-11-06 01:00:16,Bakı,Approved,0
112600,2105,213,184.13,2024-10-17 10:09:01,Quba,Approved,0
112601,955,345,27.3,2025-06-19 06:54:11,Naxçıvan,Approved,0
112602,27,263,81.62,2025-01-19 07:48:11,Bakı,Approved,0
112603,1561,290,32.92,2025-06-02 03:11:25,Bakı,Declined,0
112604,96,24,280.59,2025-06-13 04:11:52,Sumqayıt,Approved,0
112605,2548,69,37.87,2025-02-12 07:03:07,Sumqayıt,Approved,0
112606,365,397,30.99,2025-04-12 11:51:33,Bakı,Approved,0
112607,597,96,5.33,2024-10-21 17:23:57,Sumqayıt,Approved,0
112608,2033,12,241.14,2025-09-28 21:18:02,Bakı,Approved,0
112609,1063,84,70.79,2025-06-25 19:08:09,Bakı,Approved,0
112610,56,196,49.36,2025-04-02 13:00:24,Bakı,Approved,0
112611,2292,273,66.2,2024-10-25 05:23:35,Lənkəran,Approved,0
112612,2532,288,214.4,2025-08-10 07:50:56,Bakı,Approved,0
112613,904,159,65.66,2025-06-13 08:05:17,Şirvan,Approved,0
112614,2609,125,290.16,2025-01-11 07:13:30,Şirvan,Approved,0
112615,1181,2,153.05,2025-03-08 07:32:47,Lənkəran,Approved,0
112616,1456,249,246.61,2025-01-28 18:47:31,Bakı,Approved,0
112617,2269,33,140.28,2025-01-15 07:22:59,Bakı,Approved,0
112618,2848,48,279.88,2024-10-20 21:59:31,USA,Approved,0
112619,2985,235,94.27,2024-12-19 14:34:18,Lənkəran,Approved,0
112620,559,348,116,2024-10-07 01:14:22,Bakı,Approved,0
112621,2317,120,42.89,2025-05-17 00:28:25,Naxçıvan,Approved,0
112622,1140,162,1552.86,2025-03-04 19:11:12,Sumqayıt,Approved,0
112623,1849,40,209.47,2025-06-19 14:46:22,Gəncə,Approved,0
112624,2301,343,177.53,2024-12-16 12:50:40,Mingəçevir,Approved,0
112625,642,94,10.04,2025-04-15 08:31:58,Bakı,Approved,0
112626,2037,235,146.04,2025-04-17 10:46:51,Sumqayıt,Approved,0
112627,1895,84,234.82,2024-10-13 07:28:23,Bakı,Approved,0
112628,678,85,98.78,2025-02-22 10:03:45,Mingəçevir,Approved,0
112629,2242,224,152.41,2025-04-02 15:36:20,Lənkəran,Approved,0
112630,727,131,198.23,2025-03-17 05:59:17,Bakı,Approved,0
112631,150,167,2488.58,2024-10-23 04:41:11,Bakı,Approved,0
112632,174,34,186.69,2025-01-01 05:56:48,Lənkəran,Approved,0
112633,1301,237,23.14,2025-02-22 06:25:31,Bakı,Approved,0
112634,2060,210,14.2,2024-11-04 22:51:25,Bakı,Approved,0
112635,559,216,117.79,2025-07-31 14:52:59,Bakı,Approved,0
112636,2168,93,6.95,2025-05-27 11:25:44,Şirvan,Approved,0
112637,1312,221,74.46,2025-07-15 21:34:33,Bakı,Approved,0
112638,2005,361,123.29,2024-10-12 00:46:35,Bakı,Approved,0
112639,449,288,27.22,2025-08-29 16:35:57,Şirvan,Approved,0
112640,1891,153,220.48,2025-07-28 12:04:27,Sumqayıt,Approved,0
112641,1012,104,13.2,2024-11-09 05:40:22,Mingəçevir,Approved,0
112642,362,241,38.75,2025-02-18 23:49:30,Lənkəran,Approved,0
112643,8,88,48.96,2025-04-03 17:07:31,Lənkəran,Approved,0
112644,1929,322,116.97,2024-12-05 17:45:00,Bakı,Approved,0
112645,2587,148,787.07,2025-06-29 21:20:19,Bakı,Approved,0
112646,692,149,88.71,2025-02-15 10:46:06,Bakı,Approved,0
112647,1568,226,38.04,2024-10-27 10:36:21,Gəncə,Approved,0
112648,2602,150,18.53,2025-08-23 05:43:17,Quba,Approved,0
112649,526,67,141.73,2025-01-07 13:17:34,Bakı,Approved,0
112650,949,253,60.93,2025-06-15 10:26:39,Bakı,Approved,0
112651,1535,84,212.1,2024-10-30 06:27:26,Bakı,Approved,0
112652,252,304,16.85,2024-11-11 10:09:07,Bakı,Approved,0
112653,711,129,127.7,2024-10-04 13:40:33,Bakı,Approved,0
112654,2670,241,30.84,2024-10-12 00:04:21,Bakı,Approved,0
112655,611,191,2289.52,2024-11-22 20:26:25,Bakı,Approved,0
112656,2434,19,192.06,2025-09-25 18:57:52,Bakı,Approved,0
112657,2810,355,48.51,2025-05-08 12:36:31,Bakı,Approved,0
112658,692,24,34.63,2025-05-06 20:49:32,Bakı,Approved,0
112659,2989,255,67.59,2025-02-11 18:57:35,Bakı,Approved,0
112660,223,144,128.35,2025-05-24 23:30:43,Bakı,Approved,0
112661,482,12,199.88,2025-02-03 21:23:51,Quba,Approved,0
112662,1554,48,584.9,2025-09-08 17:00:24,USA,Declined,0
112663,1687,140,2046.4,2025-02-17 14:44:35,Bakı,Approved,0
112664,2104,304,177.37,2025-02-19 05:03:49,Sumqayıt,Approved,0
112665,1298,137,224.32,2025-03-07 18:27:03,Bakı,Approved,0
112666,868,189,59.5,2025-06-14 00:32:07,Lənkəran,Approved,0
112667,674,138,261.89,2025-09-08 23:22:23,Bakı,Approved,0
112668,2762,168,223.8,2024-11-14 08:30:45,Sumqayıt,Approved,0
112669,2919,140,992.77,2024-11-02 13:31:04,Sumqayıt,Approved,0
112670,430,299,269.3,2025-01-17 19:25:27,Bakı,Approved,0
112671,969,1,143.8,2025-02-26 13:20:59,Bakı,Approved,0
112672,2054,17,218.12,2024-12-23 15:16:23,Bakı,Declined,0
112673,655,113,70.56,2025-09-15 06:45:38,Bakı,Approved,0
112674,2227,315,2405.39,2025-03-25 13:48:42,Bakı,Approved,0
112675,3015,368,290.28,2025-03-15 21:28:06,Bakı,Approved,0
112676,1088,58,84,2025-01-26 20:43:40,Sumqayıt,Approved,0
112677,729,270,262.35,2025-09-27 21:56:39,Bakı,Approved,0
112678,2508,228,42.1,2025-02-21 08:59:45,Bakı,Approved,0
112679,1649,388,1132.66,2025-02-20 12:17:30,Şirvan,Declined,0
112680,1883,393,71.45,2024-11-17 23:20:17,Quba,Approved,0
112681,1678,10,168.51,2024-11-29 00:03:50,Bakı,Approved,0
112682,945,127,204.52,2025-05-29 15:03:08,Bakı,Approved,0
112683,2060,193,278.35,2025-07-23 09:01:49,Bakı,Approved,0
112684,2655,268,36.13,2025-08-30 04:55:51,Naxçıvan,Approved,0
112685,2635,79,182.66,2025-03-30 11:06:30,Bakı,Approved,0
112686,786,239,34.15,2024-12-26 14:01:47,Bakı,Approved,0
112687,2593,120,75.12,2025-07-28 06:10:11,Bakı,Approved,0
112688,2721,296,51.34,2025-07-19 10:21:30,Bakı,Approved,0
112689,444,183,241.49,2024-11-24 16:54:40,Gəncə,Approved,0
112690,144,20,156,2025-08-25 21:34:03,Bakı,Approved,0
112691,2296,329,189.99,2025-07-07 21:39:40,Bakı,Approved,0
112692,2708,134,132.49,2025-03-30 07:50:28,Şirvan,Approved,0
112693,1691,255,142.29,2025-08-25 02:34:59,Bakı,Approved,0
112694,155,70,22.74,2025-03-03 12:34:29,Naxçıvan,Approved,0
112695,1526,72,35.4,2025-01-30 18:59:00,Şəki,Approved,0
112696,1146,107,3021.98,2024-10-15 23:53:46,Bakı,Declined,0
112697,2380,175,58.7,2025-09-09 13:53:27,Sumqayıt,Approved,0
112698,534,118,283.18,2024-11-17 09:51:05,Şirvan,Approved,0
112699,1512,273,61.44,2025-06-23 23:51:48,Quba,Approved,0
112700,1714,216,236.61,2025-06-27 08:18:05,Bakı,Approved,0
112701,829,323,197.46,2025-01-28 18:10:29,Gəncə,Approved,0
112702,531,284,215.25,2025-02-12 14:49:53,Gəncə,Approved,0
112703,1311,283,254.57,2025-08-21 01:00:38,Bakı,Approved,0
112704,2099,87,75.61,2025-04-05 03:10:10,Gəncə,Declined,0
112705,2734,226,36.58,2024-11-06 19:53:13,Bakı,Approved,0
112706,1471,66,190.01,2024-11-17 21:13:48,Bakı,Approved,0
112707,961,53,59.68,2024-11-28 17:58:07,Gəncə,Approved,0
112708,174,202,114.2,2024-11-03 07:21:07,Lənkəran,Declined,0
112709,1243,52,2847.23,2024-11-21 17:30:43,Bakı,Approved,0
112710,165,133,149.71,2025-01-06 05:36:43,Bakı,Declined,0
112711,1932,252,29.01,2025-09-08 20:27:06,Bakı,Approved,0
112712,950,23,189.49,2024-12-19 21:47:06,Bakı,Approved,0
112713,952,348,17.5,2025-03-23 17:08:13,Bakı,Approved,0
112714,2947,144,119.1,2025-05-23 03:15:16,Bakı,Approved,0
112715,2219,354,250.61,2025-05-11 15:20:30,Bakı,Approved,0
112716,2998,226,46.08,2025-02-03 11:16:10,Şəki,Approved,0
112717,2899,38,128.52,2025-06-01 00:35:48,Bakı,Approved,0
112718,2968,301,21.79,2025-09-28 19:57:07,Sumqayıt,Approved,0
112719,2714,72,26.75,2024-10-09 18:34:59,Lənkəran,Approved,0
112720,943,267,5.96,2024-10-09 06:10:45,Bakı,Approved,0
112721,2228,362,244.77,2025-05-07 05:05:22,Bakı,Approved,0
112722,982,230,278.71,2025-05-02 18:20:36,Lənkəran,Approved,0
112723,2289,119,29.53,2025-03-04 23:46:51,Naxçıvan,Approved,0
112724,704,316,47.69,2024-12-01 10:53:16,Bakı,Approved,0
112725,1393,142,6.76,2025-09-15 17:15:53,Şirvan,Approved,0
112726,549,324,225.96,2025-02-13 04:28:26,Bakı,Approved,0
112727,2941,326,88.05,2025-03-10 08:52:51,Bakı,Approved,0
112728,2765,222,62.73,2025-05-06 06:19:35,Bakı,Declined,0
112729,2625,46,1975.75,2025-02-19 13:54:02,Bakı,Approved,0
112730,579,329,13.09,2025-02-19 18:07:21,Bakı,Approved,0
112731,2986,35,211.89,2024-10-14 13:00:53,Turkey,Approved,0
112732,2577,71,9.34,2025-08-06 02:31:20,Bakı,Approved,0
112733,1151,313,246.95,2025-09-11 05:24:38,Şirvan,Approved,0
112734,2971,139,27.57,2025-03-02 15:51:20,Naxçıvan,Approved,0
112735,763,212,137.18,2024-12-27 04:14:38,Bakı,Approved,0
112736,551,335,143.11,2025-08-28 15:34:05,Sumqayıt,Approved,0
112737,796,297,13,2025-03-02 05:46:01,Bakı,Approved,0
112738,425,140,796.82,2025-05-30 09:10:53,Bakı,Approved,0
112739,2842,210,108.56,2025-01-30 18:41:36,Lənkəran,Approved,0
112740,1908,378,150.23,2025-04-29 22:25:45,Bakı,Approved,0
112741,711,315,3004.75,2025-05-02 10:17:29,Bakı,Approved,0
112742,916,50,700.61,2024-10-14 12:46:57,Bakı,Approved,0
112743,1584,49,442.13,2024-12-08 03:22:25,Bakı,Approved,0
112744,2351,284,238.2,2025-01-26 23:51:15,Bakı,Approved,0
112745,2610,225,25.16,2024-11-12 06:33:24,Şirvan,Approved,0
112746,1,363,120.32,2024-10-07 06:25:21,Sumqayıt,Approved,0
112747,1967,53,252.66,2025-04-30 12:12:12,Sumqayıt,Approved,0
112748,589,66,265.48,2025-09-13 16:36:19,Mingəçevir,Approved,0
112749,2576,269,157.22,2025-04-02 14:47:35,Bakı,Approved,0
112750,1994,355,118.84,2024-11-26 21:00:45,Şirvan,Approved,0
112751,696,116,114.29,2025-09-13 05:39:13,Bakı,Approved,0
112752,1139,84,245.32,2025-04-02 18:58:52,Sumqayıt,Approved,0
112753,1930,15,137.24,2024-12-23 16:06:47,Bakı,Declined,0
112754,1470,161,9.99,2024-11-16 02:41:02,Bakı,Approved,0
112755,2880,301,44.61,2025-07-27 14:22:52,Mingəçevir,Approved,0
112756,2342,19,280.86,2025-07-10 16:23:06,Quba,Declined,0
112757,1278,337,193.61,2025-09-04 08:14:53,Bakı,Approved,0
112758,2399,297,38.4,2024-12-26 09:31:37,Bakı,Declined,0
112759,1955,357,116.84,2025-02-25 16:51:32,Bakı,Approved,0
112760,711,59,68.72,2025-04-12 05:01:08,Bakı,Approved,0
112761,1437,31,187.29,2025-06-30 18:32:21,Bakı,Approved,0
112762,1370,385,120.58,2025-04-05 18:18:41,Bakı,Declined,0
112763,1250,113,158.8,2024-10-31 04:10:23,Sumqayıt,Approved,0
112764,1876,170,3125.75,2025-09-26 01:47:44,Bakı,Approved,0
112765,1167,153,273.4,2025-07-26 23:49:16,Gəncə,Approved,0
112766,1481,181,17.53,2025-08-24 12:29:09,Sumqayıt,Approved,0
112767,2368,351,204.39,2025-09-25 09:13:47,Quba,Approved,0
112768,2934,234,119.5,2025-07-19 00:59:22,Bakı,Approved,0
112769,2093,226,46.78,2025-02-04 16:10:30,Gəncə,Declined,0
112770,600,343,128.76,2025-04-07 20:16:24,Gəncə,Approved,0
112771,2607,137,118.45,2025-02-08 16:59:48,Bakı,Approved,0
112772,498,175,213.66,2025-07-30 18:02:58,Bakı,Declined,0
112773,1478,29,290.49,2024-12-24 18:46:25,Bakı,Approved,0
112774,2929,216,119.5,2025-06-01 19:42:33,Bakı,Approved,0
112775,261,351,41.33,2024-11-01 20:34:41,Şəki,Approved,0
112776,875,312,157.29,2025-02-27 18:10:09,Bakı,Approved,0
112777,2455,7,176.02,2025-04-26 23:50:48,Bakı,Approved,0
112778,485,136,43.53,2025-07-19 07:56:48,Quba,Declined,0
112779,2996,325,204.32,2025-01-05 02:53:15,Bakı,Approved,0
112780,971,49,3347.86,2025-03-15 16:10:19,Bakı,Approved,0
112781,2292,152,83.29,2024-10-14 00:00:51,Lənkəran,Approved,0
112782,293,327,52.66,2025-04-23 22:24:42,Bakı,Approved,0
112783,130,23,134.46,2025-07-04 21:28:19,Bakı,Approved,0
112784,969,9,15.61,2025-01-22 23:19:09,Bakı,Approved,0
112785,934,126,113.77,2025-01-01 14:33:21,Bakı,Approved,0
112786,1111,349,24.03,2025-05-29 06:52:11,Şirvan,Approved,0
112787,1449,387,34.48,2025-05-09 03:05:36,Şirvan,Declined,0
112788,1953,294,9.09,2025-04-30 00:07:50,Bakı,Approved,0
112789,41,352,293.39,2025-04-03 01:32:02,Quba,Approved,0
112790,2591,2,106.8,2025-04-23 02:20:16,Gəncə,Approved,0
112791,1909,400,78.55,2025-03-03 21:23:16,Bakı,Approved,0
112792,94,382,48.83,2025-03-26 19:23:13,Lənkəran,Approved,0
112793,307,66,82.72,2025-04-19 17:53:56,Bakı,Declined,0
112794,1876,385,254.24,2025-09-02 19:01:08,Bakı,Approved,0
112795,2308,53,35.9,2025-02-22 15:21:21,Bakı,Approved,0
112796,1385,199,102.11,2025-06-22 07:49:41,Bakı,Approved,0
112797,955,235,66.93,2024-10-11 09:07:01,Naxçıvan,Approved,0
112798,2638,305,9.09,2025-02-08 03:56:36,Bakı,Approved,0
112799,1997,371,3021.96,2025-04-09 19:32:16,Lənkəran,Approved,0
112800,395,335,294.55,2025-04-16 05:17:47,Şirvan,Approved,0
112801,367,377,15.36,2025-04-15 18:33:22,Bakı,Approved,0
112802,1976,27,40.64,2025-08-24 13:11:59,Bakı,Approved,0
112803,1614,287,29.32,2025-02-28 00:03:40,Bakı,Approved,0
112804,911,111,2359.06,2025-01-17 04:16:51,Bakı,Approved,0
112805,1854,341,45.3,2025-03-16 03:19:18,Bakı,Declined,0
112806,1647,85,23.28,2025-03-07 02:02:49,Bakı,Approved,0
112807,1324,379,171.68,2024-10-08 17:25:32,Sumqayıt,Approved,0
112808,1475,320,215.62,2025-07-04 02:10:41,Bakı,Approved,0
112809,2544,92,16.91,2025-06-07 17:23:35,Bakı,Declined,0
112810,1287,235,106.64,2024-10-19 08:27:55,Bakı,Approved,0
112811,1876,332,98.09,2025-07-16 12:44:12,Bakı,Approved,0
112812,2870,348,223.82,2025-03-03 18:23:34,Şirvan,Approved,0
112813,2310,110,157.22,2025-07-06 14:42:14,Bakı,Approved,0
112814,860,15,237.06,2025-05-16 10:17:23,Bakı,Approved,0
112815,115,38,176.32,2024-12-08 06:32:04,Bakı,Approved,0
112816,2863,114,10.16,2025-04-27 05:05:29,Sumqayıt,Approved,0
112817,2863,242,150.7,2024-10-29 19:46:15,Sumqayıt,Approved,0
112818,1767,241,124.98,2025-02-01 09:19:09,Naxçıvan,Approved,0
112819,1453,388,2408.86,2025-03-12 19:45:18,Şəki,Declined,0
112820,751,389,167.85,2025-06-30 12:46:23,Gəncə,Approved,0
112821,783,195,66.18,2025-05-12 05:55:35,Gəncə,Approved,0
112822,384,138,96.72,2025-01-10 19:42:15,Bakı,Approved,0
112823,1327,118,160.91,2025-05-18 16:16:30,Gəncə,Approved,0
112824,614,357,42.05,2025-01-18 01:42:18,Bakı,Approved,0
112825,262,125,133.23,2025-04-11 22:50:25,Şəki,Declined,0
112826,2195,212,106.08,2025-07-06 10:38:25,Quba,Approved,0
112827,835,226,38.62,2025-09-14 05:17:42,Bakı,Approved,0
112828,2987,228,183.83,2025-01-07 15:05:08,Bakı,Approved,0
112829,2923,184,307.72,2025-01-26 15:12:55,Gəncə,Declined,0
112830,804,72,21.99,2024-11-29 20:07:00,Bakı,Approved,0
112831,1531,381,45.36,2024-10-25 11:03:48,Şirvan,Approved,0
112832,1835,96,30.25,2024-12-18 12:18:06,Lənkəran,Approved,0
112833,2098,130,80.03,2024-12-02 01:43:07,Bakı,Approved,0
112834,62,308,37.33,2025-08-01 02:07:40,Şirvan,Declined,0
112835,2741,286,10.46,2025-07-29 21:25:56,Sumqayıt,Approved,0
112836,1197,306,125.61,2025-01-17 12:25:56,Gəncə,Approved,0
112837,2241,336,200.84,2025-02-15 13:04:12,Lənkəran,Approved,0
112838,2733,41,119.46,2025-01-16 10:14:41,Bakı,Approved,0
112839,2612,291,250.85,2025-08-02 14:26:05,Lənkəran,Approved,0
112840,2485,282,34.98,2024-10-01 16:15:53,Bakı,Approved,0
112841,432,192,268.78,2025-03-20 06:16:20,Bakı,Approved,0
112842,246,260,88.89,2024-12-25 07:35:28,Bakı,Approved,0
112843,2992,394,749.82,2024-10-16 11:12:42,Bakı,Approved,0
112844,2531,35,69.53,2024-10-26 05:14:09,Turkey,Approved,0
112845,1736,133,243.35,2024-11-23 22:21:49,Bakı,Approved,0
112846,1232,285,267.2,2025-03-29 04:00:00,Bakı,Approved,0
112847,670,164,32.89,2025-05-15 22:17:49,Bakı,Approved,0
112848,2972,250,75.12,2025-05-04 05:32:36,Naxçıvan,Approved,0
112849,1819,216,216.05,2025-01-01 17:48:55,Lənkəran,Approved,0
112850,529,237,207.33,2025-03-04 18:46:44,Sumqayıt,Approved,0
112851,72,281,1152.3,2025-06-15 15:53:36,Bakı,Approved,0
112852,804,120,235.4,2025-02-01 09:07:50,Bakı,Approved,0
112853,125,59,143.98,2025-08-19 00:01:23,Sumqayıt,Approved,0
112854,330,331,227.57,2025-07-29 04:53:21,Bakı,Approved,0
112855,2713,30,21.36,2025-09-27 03:34:04,Lənkəran,Approved,0
112856,996,46,2903.22,2025-08-19 03:17:14,Bakı,Approved,0
112857,2944,272,10.88,2025-08-22 23:07:07,Bakı,Approved,0
112858,813,385,138.46,2025-04-09 06:28:10,Bakı,Approved,0
112859,238,205,241.48,2025-01-05 07:54:22,Bakı,Approved,0
112860,594,362,197.94,2025-03-15 02:33:40,Bakı,Approved,0
